"ind","main.effect","mean","sd","sem"
"ACEPEN11_HF","08",24.5,5.16720427310553,2.1095023109729
"ACEPEN11_HF","12",15.1666666666667,8.75023809199879,3.57226974221028
"ALNINC01_HF","08",47.5,28.9913780286484,20.5
"ALNINC01_HF","12",36.5,4.94974746830583,3.5
"ALNINC01_SH","08",29.5,4.94974746830583,3.5
"ALNINC01_SH","12",13,9.89949493661167,7
"ALNINC02_HF","08",38,5.65685424949238,4
"ALNINC02_HF","12",40.5,10.6066017177982,7.5
"ALNINC04_HF","08",33.5,0.707106781186548,0.5
"ALNINC04_HF","12",17.5,16.2634559672906,11.5
"ALNINC04_SH","08",39,NA,NA
"ALNINC04_SH","12",34.5,7.77817459305202,5.5
"ALNINC05_HF","08",23.5,14.8492424049175,10.5
"ALNINC05_HF","12",23.5,14.8492424049175,10.5
"ALNINC05_SH","08",34.5,10.6066017177982,7.5
"ALNINC05_SH","12",22.5,14.8492424049175,10.5
"ALNINC06_SH","08",21,11.3137084989848,8
"ALNINC06_SH","12",16.5,4.94974746830583,3.5
"ALNINC07_SH","08",30,4.24264068711928,3
"ALNINC07_SH","12",26,11.3137084989848,8
"ALNINC08_HF","08",40.5,9.19238815542512,6.5
"ALNINC08_HF","12",21,11.3137084989848,8
"FAGGRA02_SH","08",47,22.29798197147,9.10311302064665
"FAGGRA02_SH","12",33.8333333333333,7.98540335028023,3.26002726641631
"FAGGRA03_HF","08",57.3333333333333,22.4796204001165,9.17726659862414
"FAGGRA03_HF","12",40,3.55902608401044,1.45296631451356
"FAGGRA04_SH","08",41.4,19.4113368936815,7.92464510246358
"FAGGRA04_SH","12",36.4,7.86129760281342,3.20936130717624
"FAGGRA05_SH","08",63,26.8700576850888,10.9696551146029
"FAGGRA05_SH","12",42.3333333333333,14.6924016643525,5.9981478622803
"FAGGRA06_SH","08",60.6,10.3826778819339,4.23871049573649
"FAGGRA06_SH","12",38.6666666666667,8.68715526893969,3.54651628753877
"FAGGRA07_SH","08",57,16.0934769394311,6.57013444814234
"FAGGRA07_SH","12",26,8.04155872120988,3.2829526005987
"FAGGRA08_SH","08",50,NA,NA
"FAGGRA08_SH","12",43,10.4163333279998,4.25245027405769
"FAGGRA09_HF","08",42.3333333333333,11.9443152447793,4.8762462794426
"FAGGRA09_HF","12",33.8333333333333,11.3387242080697,4.62901477398569
"FAGGRA10_HF","08",55.3333333333333,10.1718565988057,4.15264306730598
"FAGGRA10_HF","12",40.8,11.8827606220104,4.85111670992704
"FAGGRA11_HF","08",54.8,12.2963409191515,5.01996015920445
"FAGGRA11_HF","12",33.2,8.40832920383116,3.43268602312145
"FAGGRA13_HF","08",39.6666666666667,5.16397779494322,2.10818510677892
"FAGGRA13_HF","12",28.1666666666667,2.99443929086343,1.22247472139282
"FAGGRA14_HF","08",49,19.5192212959431,7.96868872525461
"FAGGRA14_HF","12",38.6666666666667,7.00476028616731,2.85968141193696
"LONCAN01_HF","08",13,0,0
"LONCAN01_HF","12",12.5,0.707106781186548,0.5
"LONCAN01_SH","08",12.5,0.707106781186548,0.5
"LONCAN01_SH","12",16.5,4.94974746830583,3.5
"LONCAN02_HF","08",15.5,3.53553390593274,2.5
"LONCAN02_HF","12",23,4.24264068711928,3
"LONCAN04_HF","08",16.5,6.36396103067893,4.5
"LONCAN04_HF","12",16.5,4.94974746830583,3.5
"LONCAN05_HF","08",16.5,6.36396103067893,4.5
"LONCAN05_HF","12",16.5,4.94974746830583,3.5
"LONCAN07_HF","08",29.5,33.2340187157677,23.5
"LONCAN07_HF","12",12.5,0.707106781186548,0.5
"POPGRA01_SH","08",28.8333333333333,13.2878390518047,5.42473757685824
"POPGRA01_SH","12",27.4,13.5757136092362,5.54226187279766
"POPGRA02_SH","08",34.2,20.8374662567213,8.50685997690491
"POPGRA02_SH","12",27.1666666666667,12.4324843320499,5.07554047477814
"POPGRA03_HF","08",25.4,10.876580344943,4.44034533191583
"POPGRA03_HF","12",31.6666666666667,12.8478273130778,5.24510353673892
"POPGRA04_SH","08",51,19.8997487421324,8.12403840463596
"POPGRA04_SH","12",38.5,10.7238052947636,4.37797517885457
"POPGRA05_HF","08",46,12.7279220613579,5.19615242270663
"POPGRA05_HF","12",40.6666666666667,15.6546052861983,6.390965845977
"POPGRA05_SH","08",36.75,23.1426734266664,9.44795686320005
"POPGRA05_SH","12",26.75,17.0171482138851,6.94722166688878
"POPGRA06_HF","08",40.2,17.1230838344032,6.99046970286451
"POPGRA06_HF","12",35.1666666666667,10.8704492394136,4.43784231856478
"POPGRA06_SH","08",38.75,20.9980157792746,8.57240404502209
"POPGRA06_SH","12",29.2,16.9026625121606,6.9004830748772
"POPGRA07_HF","08",30.2,12.4579292019179,5.08592829940284
"POPGRA07_HF","12",33,22.6936114358204,9.26462807312486
"POPGRA08_SH","08",20.2,8.5848704125339,3.50475866977076
"POPGRA08_SH","12",24.4,12.0332871651931,4.91256891385081
"PRUPEN02_SH","08",12.5,0.707106781186548,0.5
"PRUPEN02_SH","12",12.5,0.707106781186548,0.5
"PRUPEN03_SH","08",29,NA,NA
"PRUPEN03_SH","12",NA,NA,NA
"PRUPEN04_HF","08",21,NA,NA
"PRUPEN04_HF","12",16.5,4.94974746830583,3.5
"PRUPEN04_SH","08",21,NA,NA
"PRUPEN04_SH","12",13,NA,NA
"PRUPEN05_HF","08",12.5,0.707106781186548,0.5
"PRUPEN05_HF","12",12.5,0.707106781186548,0.5
"PRUPEN06_HF","08",15.5,3.53553390593274,2.5
"PRUPEN06_HF","12",12.5,0.707106781186548,0.5
"PRUPEN06_SH","08",20,9.89949493661167,7
"PRUPEN06_SH","12",12.5,0.707106781186548,0.5
"PRUPEN07_HF","08",19.5,2.12132034355964,1.5
"PRUPEN07_HF","12",16.5,4.94974746830583,3.5
"PRUPEN09_HF","08",20,9.89949493661167,7
"PRUPEN09_HF","12",25,9.89949493661167,7
"PRUPEN09_SH","08",9.5,4.94974746830583,3.5
"PRUPEN09_SH","12",12.5,0.707106781186548,0.5
"PRUPEN12_HF","08",19.5,2.12132034355964,1.5
"PRUPEN12_HF","12",16.5,4.94974746830583,3.5
"PRUPEN13_HF","08",16.5,6.36396103067893,4.5
"PRUPEN13_HF","12",16.5,4.94974746830583,3.5
"QUERUB04_SH","08",36,16.8166584076623,6.86537204624289
"QUERUB04_SH","12",27.3333333333333,10.8566415924385,4.43220537029191
"QUERUB05_SH","08",36,16.8166584076623,6.86537204624289
"QUERUB05_SH","12",30.5,10.5971694333912,4.32627630493785
"QUERUB06_SH","08",39.8333333333333,17.7585660081738,7.24990421392663
"QUERUB06_SH","12",29.8,7.72657750883274,3.1543620591175
"QUERUB07_SH","08",24,6.74536878161602,2.75378527364305
"QUERUB07_SH","12",31,20.5791156272567,8.40138877408571
"QUERUB08_SH","08",42.1666666666667,17.1162690638663,6.98768758444292
"QUERUB08_SH","12",35.3333333333333,18.4137629686783,7.51738725296969
"QUERUB10_SH","08",32.6666666666667,18.5867336201568,7.58800222573622
"QUERUB10_SH","12",36,15.8902485820707,6.48716681867619
"QUERUB16_HF","08",36,16.8166584076623,6.86537204624289
"QUERUB16_HF","12",29,7.51664818918645,3.06865877325366
"QUERUB17_HF","08",37.1666666666667,15.9551454605299,6.51366085836358
"QUERUB17_HF","12",32.1666666666667,10.6097439491567,4.33140982950253
"QUERUB20_HF","08",42.1666666666667,17.1162690638663,6.98768758444292
"QUERUB20_HF","12",34.1666666666667,8.88631907297204,3.62782457005726
"QUERUB21_HF","08",45,4.63680924774785,1.89296944860009
"QUERUB21_HF","12",30.2,5.06951674225463,2.06962154350339
"QUERUB23_HF","08",46.1666666666667,14.8380142427033,6.05759394846208
"QUERUB23_HF","12",35.3333333333333,9.72967967955095,3.97212509593766
"SPIALB01_HF","08",23.5,3.53553390593274,2.5
"SPIALB01_HF","12",15,4.24264068711928,3
"SPIALB03_HF","08",22.5,14.8492424049175,10.5
"SPIALB03_HF","12",16.5,4.94974746830583,3.5
"SPIALB03_SH","08",47.5,28.9913780286484,20.5
"SPIALB03_SH","12",16.5,4.94974746830583,3.5
"SPIALB04_HF","08",12.5,0.707106781186548,0.5
"SPIALB04_HF","12",16.5,4.94974746830583,3.5
"SPIALB05_HF","08",13,NA,NA
"SPIALB05_HF","12",18,NA,NA
"SPIALB06_HF","08",16.5,6.36396103067893,4.5
"SPIALB06_HF","12",23.5,7.77817459305202,5.5
"SPIALB06_SH","08",12,NA,NA
"SPIALB06_SH","12",20,NA,NA
"SPIALB07_SH","08",17,5.65685424949238,4
"SPIALB07_SH","12",16.5,4.94974746830583,3.5
"SPIALB08_HF","08",NA,NA,NA
"SPIALB08_HF","12",NA,NA,NA
"VACMYR01_HF","08",12.5,0.707106781186548,0.5
"VACMYR01_HF","12",9,4.24264068711928,3
"VACMYR02_SH","08",12.5,0.707106781186548,0.5
"VACMYR02_SH","12",16.5,4.94974746830583,3.5
"VACMYR03_HF","08",12.5,0.707106781186548,0.5
"VACMYR03_HF","12",12.5,0.707106781186548,0.5
"VACMYR03_SH","08",24,4.24264068711928,3
"VACMYR03_SH","12",6,NA,NA
"VACMYR04_SH","08",22.5,14.8492424049175,10.5
"VACMYR04_SH","12",16.5,4.94974746830583,3.5
"VACMYR05_HF","08",13,0,0
"VACMYR05_HF","12",12.5,0.707106781186548,0.5
"VACMYR05_SH","08",17,5.65685424949238,4
"VACMYR05_SH","12",16.5,4.94974746830583,3.5
"VACMYR07_HF","08",22.5,14.8492424049175,10.5
"VACMYR07_HF","12",12.5,0.707106781186548,0.5
"VACMYR07_SH","08",12,NA,NA
"VACMYR07_SH","12",22.5,13.4350288425444,9.5
"VACMYR08_SH","08",16.5,6.36396103067893,4.5
"VACMYR08_SH","12",16.5,4.94974746830583,3.5
"VACMYR10_HF","08",12.5,0.707106781186548,0.5
"VACMYR10_HF","12",12.5,0.707106781186548,0.5
"VIBLAN02_SH","08",37,18.7509999733348,7.65506368360186
"VIBLAN02_SH","12",41.25,27.2197844713485,11.1124304772228
"VIBLAN03_HF","08",40.75,10.7509689485801,4.3890646940879
"VIBLAN03_HF","12",21.25,6.9940450861191,2.8553069498353
"VIBLAN04_SH","08",32,8.94427190999916,3.65148371670111
"VIBLAN04_SH","12",28.6666666666667,12.5166555703457,5.10990323891863
"VIBLAN05_SH","08",23,8,3.2659863237109
"VIBLAN05_SH","12",18.6666666666667,7.06163342766153,2.88289977472529
"VIBLAN06_SH","08",33.2,8.52642949891688,3.48090026669347
"VIBLAN06_SH","12",21,10.3923048454133,4.24264068711929
"VIBLAN07_SH","08",29.3333333333333,5.03322295684717,2.05480466765633
"VIBLAN07_SH","12",42.5,36.0624458405139,14.7224318643355
"VIBLAN09_HF","08",30.1666666666667,19.436220483074,7.93480378529369
"VIBLAN09_HF","12",29.8333333333333,16.8691039082302,6.88678283219224
"VIBLAN10_HF","08",32.1666666666667,14.2886901662352,5.83333333333333
"VIBLAN10_HF","12",28.1666666666667,8.13428956127495,3.32080980752855
"VIBLAN11_HF","08",30.6666666666667,0.577350269189626,0.235702260395516
"VIBLAN11_HF","12",20,9.89949493661167,4.04145188432738
"VIBLAN12_HF","08",33,12.4899959967968,5.09901951359279
"VIBLAN12_HF","12",26,4.32049379893857,1.76383420737639

